Designator,Mid X,Mid Y,Rotation,Layer
C1,127.75,-78.0,180.0,top
C2,164.902651,-105.0,180.0,top
C3,164.902651,-116.0,180.0,top
C4,124.25,-93.5,180.0,top
C5,124.25,-106.0,180.0,top
D1,136.0,-79.0,90.0,top
J1,180.5,-99.5,270.0,top
J2,109.5,-92.5,90.0,top
J3,109.5,-100.0,90.0,top
J4,109.5,-107.5,90.0,top
R1,131.0,-84.5,180.0,top
S1,166.5,-91.5,0.0,top
U1,145.0,-99.5,270.0,top
